




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
BLACK RIVER                   317                           159                           50.16%
BLOOMINGVALE                  751                           375                           49.93%
CADES                         502                           222                           44.22%
CEDAR SWAMP                   319                           157                           49.22%
CENTRAL                       858                           377                           43.94%
EARLES                        554                           283                           51.08%
GREELEYVILLE                  1293                          558                           43.16%
HARMONY                       283                           172                           60.78%
HEBRON                        447                           62                            13.87%
HEMINGWAY                     1445                          697                           48.24%
HENRY-POPLAR HILL             524                           265                           50.57%
INDIANTOWN                    1338                          595                           44.47%
KINGSTREE NO.1                2775                          1104                          39.78%
KINGSTREE NO.2                880                           244                           27.73%
KINGSTREE NO.3                2132                          700                           32.83%
KINGSTREE NO.4                1175                          453                           38.55%
LANE                          823                           408                           49.57%
MORRISVILLE                   211                           121                           57.35%
MOUNT VERNON                  370                           178                           48.11%
NESMITH                       532                           300                           56.39%
PERGAMOS                      181                           113                           62.43%
PINEY FOREST                  328                           201                           61.28%
SALTERS                       979                           481                           49.13%
SANDY BAY                     320                           174                           54.38%
SINGLETARY                    255                           138                           54.12%
SUTTONS                       220                           122                           55.45%
TRIO                          813                           382                           46.99%
MUDDY CREEK                   723                           416                           57.54%
Absentee                      0                             2119                          0.00%
Emergency                     0                             152                           0.00%
Failsafe                      0                             0                             0.00%
Provisional                   0                             38                            0.00%
Failsafe Provisional          0                             7                             0.00%
Total:                        21348                         11773                         55.15%

                                                                                                                                                                                                     STRAIGHT PARTY (Vote For 1)
                                                            Democratic                                                  Working Families                                            United Citizens                                             Green                                                       Republican                                                  American                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           78                            78                            2                             2                             5                             5                             0                             0                             34                            34                            0                             0                             119                           
BLOOMINGVALE                  751                           214                           214                           1                             1                             5                             5                             0                             0                             90                            90                            2                             2                             312                           
CADES                         502                           114                           114                           2                             2                             1                             1                             0                             0                             56                            56                            0                             0                             173                           
CEDAR SWAMP                   319                           52                            52                            0                             0                             1                             1                             0                             0                             59                            59                            0                             0                             112                           
CENTRAL                       858                           181                           181                           2                             2                             1                             1                             1                             1                             68                            68                            1                             1                             254                           
EARLES                        554                           54                            54                            0                             0                             0                             0                             0                             0                             169                           169                           1                             1                             224                           
GREELEYVILLE                  1293                          386                           386                           0                             0                             0                             0                             1                             1                             54                            54                            0                             0                             441                           
HARMONY                       283                           41                            41                            0                             0                             0                             0                             0                             0                             99                            99                            0                             0                             140                           
HEBRON                        447                           10                            10                            0                             0                             0                             0                             0                             0                             35                            35                            0                             0                             45                            
HEMINGWAY                     1445                          334                           334                           1                             1                             2                             2                             0                             0                             155                           155                           4                             4                             496                           
HENRY-POPLAR HILL             524                           85                            85                            1                             1                             1                             1                             1                             1                             60                            60                            0                             0                             148                           
INDIANTOWN                    1338                          334                           334                           2                             2                             4                             4                             2                             2                             42                            42                            0                             0                             384                           
KINGSTREE NO.1                2775                          419                           419                           5                             5                             7                             7                             0                             0                             306                           306                           2                             2                             739                           
KINGSTREE NO.2                880                           200                           200                           1                             1                             1                             1                             0                             0                             6                             6                             0                             0                             208                           
KINGSTREE NO.3                2132                          509                           509                           4                             4                             7                             7                             3                             3                             37                            37                            4                             4                             564                           
KINGSTREE NO.4                1175                          271                           271                           9                             9                             3                             3                             0                             0                             62                            62                            2                             2                             347                           
LANE                          823                           331                           331                           3                             3                             1                             1                             1                             1                             20                            20                            2                             2                             358                           
MORRISVILLE                   211                           99                            99                            1                             1                             1                             1                             0                             0                             6                             6                             1                             1                             108                           
MOUNT VERNON                  370                           88                            88                            0                             0                             2                             2                             0                             0                             46                            46                            0                             0                             136                           
NESMITH                       532                           224                           224                           2                             2                             4                             4                             1                             1                             20                            20                            0                             0                             251                           
PERGAMOS                      181                           44                            44                            0                             0                             0                             0                             0                             0                             52                            52                            0                             0                             96                            
PINEY FOREST                  328                           1                             1                             0                             0                             1                             1                             0                             0                             162                           162                           1                             1                             165                           
SALTERS                       979                           344                           344                           0                             0                             0                             0                             1                             1                             37                            37                            3                             3                             385                           
SANDY BAY                     320                           39                            39                            2                             2                             0                             0                             0                             0                             71                            71                            2                             2                             114                           
SINGLETARY                    255                           88                            88                            0                             0                             2                             2                             1                             1                             7                             7                             1                             1                             99                            
SUTTONS                       220                           30                            30                            2                             2                             0                             0                             0                             0                             62                            62                            1                             1                             95                            
TRIO                          813                           290                           290                           1                             1                             1                             1                             0                             0                             23                            23                            1                             1                             316                           
MUDDY CREEK                   723                           106                           106                           2                             2                             0                             0                             0                             0                             128                           128                           1                             1                             237                           
Absentee                      0                             1329                          1329                          10                            10                            20                            20                            6                             6                             241                           241                           8                             8                             1614                          
Emergency                     0                             11                            11                            0                             0                             1                             1                             0                             0                             106                           106                           0                             0                             118                           
Failsafe                      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Provisional                   0                             13                            13                            0                             0                             0                             0                             0                             0                             16                            16                            0                             0                             29                            
Failsafe Provisional          0                             4                             4                             0                             0                             1                             1                             0                             0                             1                             1                             0                             0                             6                             
Totals:                       21348                         6323                          6323                          53                            53                            72                            72                            18                            18                            2330                          2330                          37                            37                            8833                          

                                                                                                           Governor and Lieutenant Governor (Vote For 1)
                                                            James Smith / Mandy Powers Norrell                          Henry McMaster / Pamela Evette                              Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
CEDAR SWAMP                   319                           66                            66                            1                             1                             85                            85                            0                             0                             1                             1                             153                           
CENTRAL                       858                           232                           232                           3                             3                             135                           135                           3                             3                             0                             0                             373                           
EARLES                        554                           69                            69                            1                             1                             212                           212                           0                             0                             0                             0                             282                           
GREELEYVILLE                  1293                          446                           446                           6                             6                             98                            98                            3                             3                             0                             0                             553                           
HARMONY                       283                           46                            46                            1                             1                             121                           121                           1                             1                             0                             0                             169                           
HEBRON                        447                           12                            12                            1                             1                             49                            49                            0                             0                             0                             0                             62                            
HEMINGWAY                     1445                          408                           408                           5                             5                             259                           259                           5                             5                             0                             0                             677                           
HENRY-POPLAR HILL             524                           126                           126                           5                             5                             127                           127                           2                             2                             0                             0                             260                           
INDIANTOWN                    1338                          473                           473                           13                            13                            95                            95                            3                             3                             0                             0                             584                           
KINGSTREE NO.1                2775                          517                           517                           19                            19                            541                           541                           8                             8                             0                             0                             1085                          
KINGSTREE NO.2                880                           233                           233                           2                             2                             8                             8                             1                             1                             0                             0                             244                           
KINGSTREE NO.3                2132                          609                           609                           14                            14                            55                            55                            7                             7                             0                             0                             685                           
KINGSTREE NO.4                1175                          327                           327                           8                             8                             99                            99                            6                             6                             1                             1                             441                           
LANE                          823                           364                           364                           5                             5                             27                            27                            5                             5                             1                             1                             402                           
MORRISVILLE                   211                           109                           109                           2                             2                             9                             9                             1                             1                             0                             0                             121                           
MOUNT VERNON                  370                           105                           105                           3                             3                             68                            68                            0                             0                             0                             0                             176                           
NESMITH                       532                           252                           252                           4                             4                             36                            36                            3                             3                             0                             0                             295                           
PERGAMOS                      181                           48                            48                            0                             0                             65                            65                            0                             0                             0                             0                             113                           
PINEY FOREST                  328                           4                             4                             1                             1                             191                           191                           2                             2                             0                             0                             198                           
SALTERS                       979                           390                           390                           9                             9                             68                            68                            3                             3                             0                             0                             470                           
SANDY BAY                     320                           45                            45                            1                             1                             124                           124                           3                             3                             0                             0                             173                           
SINGLETARY                    255                           110                           110                           2                             2                             26                            26                            0                             0                             0                             0                             138                           
SUTTONS                       220                           33                            33                            3                             3                             82                            82                            3                             3                             0                             0                             121                           
TRIO                          813                           331                           331                           3                             3                             43                            43                            1                             1                             0                             0                             378                           
MUDDY CREEK                   723                           139                           139                           3                             3                             261                           261                           5                             5                             0                             0                             408                           
Absentee                      0                             1568                          1568                          26                            26                            469                           469                           20                            20                            0                             0                             2083                          
Emergency                     0                             13                            13                            1                             1                             136                           136                           0                             0                             0                             0                             150                           
Failsafe                      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Provisional                   0                             12                            12                            1                             1                             21                            21                            0                             0                             0                             0                             34                            
Failsafe Provisional          0                             5                             5                             1                             1                             1                             1                             0                             0                             0                             0                             7                             
Totals:                       21348                         7546                          7546                          151                           151                           3782                          3782                          93                            93                            3                             3                             11575                         

                                                                                                                                         Attorney General (Vote For 1)
                                                            Constance Anastopoulo                                       Constance Anastopoulo                                       Alan Wilson                                                 Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
BLACK RIVER                   317                           89                            89                            4                             4                             65                            65                            0                             0                             158                           
BLOOMINGVALE                  751                           238                           238                           5                             5                             123                           123                           0                             0                             366                           
CADES                         502                           128                           128                           3                             3                             84                            84                            0                             0                             215                           
CEDAR SWAMP                   319                           69                            69                            2                             2                             83                            83                            1                             1                             155                           
CENTRAL                       858                           233                           233                           3                             3                             138                           138                           0                             0                             374                           
EARLES                        554                           72                            72                            2                             2                             207                           207                           0                             0                             281                           
GREELEYVILLE                  1293                          444                           444                           8                             8                             98                            98                            0                             0                             550                           
HARMONY                       283                           47                            47                            0                             0                             122                           122                           0                             0                             169                           
HEBRON                        447                           12                            12                            0                             0                             49                            49                            0                             0                             61                            
HEMINGWAY                     1445                          418                           418                           12                            12                            253                           253                           0                             0                             683                           
HENRY-POPLAR HILL             524                           131                           131                           3                             3                             129                           129                           0                             0                             263                           
INDIANTOWN                    1338                          474                           474                           13                            13                            97                            97                            0                             0                             584                           
KINGSTREE NO.1                2775                          532                           532                           19                            19                            534                           534                           1                             1                             1086                          
KINGSTREE NO.2                880                           234                           234                           0                             0                             8                             8                             0                             0                             242                           
KINGSTREE NO.3                2132                          605                           605                           10                            10                            68                            68                            1                             1                             684                           
KINGSTREE NO.4                1175                          331                           331                           9                             9                             102                           102                           0                             0                             442                           
LANE                          823                           364                           364                           6                             6                             33                            33                            1                             1                             404                           
MORRISVILLE                   211                           108                           108                           2                             2                             9                             9                             0                             0                             119                           
MOUNT VERNON                  370                           102                           102                           3                             3                             70                            70                            0                             0                             175                           
NESMITH                       532                           250                           250                           5                             5                             43                            43                            0                             0                             298                           
PERGAMOS                      181                           46                            46                            1                             1                             66                            66                            0                             0                             113                           
PINEY FOREST                  328                           5                             5                             1                             1                             193                           193                           0                             0                             199                           
SALTERS                       979                           393                           393                           8                             8                             66                            66                            0                             0                             467                           
SANDY BAY                     320                           46                            46                            1                             1                             126                           126                           0                             0                             173                           
SINGLETARY                    255                           110                           110                           3                             3                             25                            25                            0                             0                             138                           
SUTTONS                       220                           34                            34                            2                             2                             83                            83                            0                             0                             119                           
TRIO                          813                           330                           330                           3                             3                             42                            42                            0                             0                             375                           
MUDDY CREEK                   723                           144                           144                           9                             9                             257                           257                           0                             0                             410                           
Absentee                      0                             1599                          1599                          31                            31                            449                           449                           0                             0                             2079                          
Emergency                     0                             11                            11                            1                             1                             138                           138                           0                             0                             150                           
Failsafe                      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Provisional                   0                             14                            14                            0                             0                             20                            20                            0                             0                             34                            
Failsafe Provisional          0                             6                             6                             0                             0                             1                             1                             0                             0                             7                             
